id,sourcePath,examTypes,questionType,difficulty,kpGroup,archetypeId,taskFlavor,qualityScore,reasons,recommendedAction
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0071-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-prefix_sum_query,prefix_sum_query,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0093-gesp-7-hard-v01__question-bundle__single-choice__alg__n5__v01.json,GESP-7,single_choice,hard,ALG,inferred-binary_search_boundary,binary_search_boundary,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0097-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0097-gesp-7-hard-v01__question-bundle__single-choice__alg__n1__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0097-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0097-gesp-7-hard-v01__question-bundle__single-choice__alg__n1__v01.json,GESP-7,single_choice,hard,ALG,inferred-dp_state_transition,dp_state_transition,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0146-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0147-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0148-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0149-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0150-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#3,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#4,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0152-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0153-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0156-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0158-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0159-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0160-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#0,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-generic_concept,generic_concept,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#1,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-sorting_trace,sorting_trace,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
papers/2026/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json#2,papers/2026/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01/question-bundles/2026-05-03-manual-gesp7-gap-a01-b0161-gesp-7-hard-v01__question-bundle__single-choice__cpp__n5__v01.json,GESP-7,single_choice,hard,CPP,inferred-final_scalar_value,final_scalar_value,0.42,qualityScore_below_0.65|hard_difficulty_rubric_failed,rewrite_hard_rubric
